Cut_x,Cut_y,loss,Height,Permitivity,Freq
6.2,0.4,-23.86741512,0.8,4.4,4
5,0.6,-22.14391066,0.8,4.4,4
5.2,0.6,-26.73718753,0.8,4.4,4
5.4,0.6,-35.16737192,0.8,4.4,4
5.6,0.6,-31.31175629,0.8,4.4,4
5.8,0.6,-23.22073303,0.8,4.4,4
4.6,0.8,-22.05832383,0.8,4.4,4
4.8,0.8,-26.69233424,0.8,4.4,4
5,0.8,-35.4933007,0.8,4.4,4
5.2,0.8,-30.63250213,0.8,4.4,4
5.4,0.8,-23.00427233,0.8,4.4,4
4.2,1,-21.38778319,0.8,4.4,4
4.4,1,-25.80840635,0.8,4.4,4
4.6,1,-34.6692022,0.8,4.4,4
4.8,1,-34.43493005,0.8,4.4,4
5,1,-24.64414725,0.8,4.4,4
4.4,0.2,-23.13620425,0.8,4.4,5.8
4.8,0.2,-21.98872183,0.8,4.4,5.8
4,0.4,-24.75105674,0.8,4.4,5.8
4.2,0.4,-38.70763314,0.8,4.4,5.8
4.4,0.4,-21.54850901,0.8,4.4,5.8
3.6,0.6,-21.5394409,0.8,4.4,5.8
3.8,0.6,-33.55236766,0.8,4.4,5.8
4,0.6,-27.17613167,0.8,4.4,5.8
3.4,0.8,-23.78386078,0.8,4.4,5.8
3.8,0.8,-22.92349095,0.8,4.4,5.8
3.2,1,-26.72577726,0.8,4.4,5.8
3.4,1,-32.89465329,0.8,4.4,5.8
3.6,1,-21.20094725,0.8,4.4,5.8
7,0.2,-20.40056392,0.8,9.4,2.45
7.6,0.2,-29.35932764,0.8,9.4,2.45
7.8,0.2,-26.90642301,0.8,9.4,2.45
8,0.2,-27.22045399,0.8,9.4,2.45
8.2,0.2,-23.92435231,0.8,9.4,2.45
8.4,0.2,-20.52215221,0.8,9.4,2.45
9,0.2,-22.30966107,0.8,9.4,2.45
9.2,0.2,-23.62397331,0.8,9.4,2.45
6.2,0.4,-20.83266471,0.8,9.4,2.45
6.4,0.4,-23.24891919,0.8,9.4,2.45
6.6,0.4,-26.55325477,0.8,9.4,2.45
6.8,0.4,-29.59146644,0.8,9.4,2.45
7,0.4,-30.00240261,0.8,9.4,2.45
7.2,0.4,-22.25469538,0.8,9.4,2.45
7.4,0.4,-23.00208328,0.8,9.4,2.45
7.6,0.4,-20.17949953,0.8,9.4,2.45
7.8,0.4,-27.47353528,0.8,9.4,2.45
8.2,0.4,-27.1781682,0.8,9.4,2.45
5.8,0.6,-23.70922123,0.8,9.4,2.45
6,0.6,-25.96961293,0.8,9.4,2.45
6.2,0.6,-30.44191265,0.8,9.4,2.45
6.4,0.6,-23.5032038,0.8,9.4,2.45
6.6,0.6,-28.81208047,0.8,9.4,2.45
6.8,0.6,-24.20834501,0.8,9.4,2.45
7,0.6,-20.36485231,0.8,9.4,2.45
7.2,0.6,-21.34859439,0.8,9.4,2.45
5,0.8,-20.76307097,0.8,9.4,2.45
5.2,0.8,-23.65998032,0.8,9.4,2.45
5.4,0.8,-25.89369087,0.8,9.4,2.45
5.6,0.8,-33.08952227,0.8,9.4,2.45
5.8,0.8,-32.47515489,0.8,9.4,2.45
6,0.8,-28.38406846,0.8,9.4,2.45
6.2,0.8,-23.31062493,0.8,9.4,2.45
6.4,0.8,-20.94919258,0.8,9.4,2.45
7,0.8,-28.36943451,0.8,9.4,2.45
7.2,0.8,-22.85511918,0.8,9.4,2.45
4.4,1,-20.25918872,0.8,9.4,2.45
4.6,1,-23.00015124,0.8,9.4,2.45
4.8,1,-26.58841055,0.8,9.4,2.45
5,1,-30.22404037,0.8,9.4,2.45
5.2,1,-39.25114329,0.8,9.4,2.45
5.4,1,-27.90160617,0.8,9.4,2.45
5.6,1,-24.21833654,0.8,9.4,2.45
5.8,1,-22.13733911,0.8,9.4,2.45
5,0.2,-26.61170434,0.8,9.4,4
5.2,0.2,-33.26447804,0.8,9.4,4
5.4,0.2,-22.87914966,0.8,9.4,4
4.4,0.4,-22.55061157,0.8,9.4,4
4.6,0.4,-34.44060435,0.8,9.4,4
4,0.6,-22.25002657,0.8,9.4,4
4.2,0.6,-32.40857349,0.8,9.4,4
4.4,0.6,-27.80856768,0.8,9.4,4
3.6,0.8,-21.37951308,0.8,9.4,4
3.8,0.8,-28.80381272,0.8,9.4,4
4,0.8,-32.68507064,0.8,9.4,4
4.2,0.8,-21.75225405,0.8,9.4,4
3.2,1,-20.29290286,0.8,9.4,4
3.4,1,-26.65937279,0.8,9.4,4
3.6,1,-37.33026443,0.8,9.4,4
3.8,1,-23.1955571,0.8,9.4,4
3.8,0.2,-27.97938892,0.8,9.4,5.8
3.2,0.4,-28.79883864,0.8,9.4,5.8
3.4,0.4,-21.78753708,0.8,9.4,5.8
2.8,0.6,-20.60298839,0.8,9.4,5.8
2.6,0.8,-23.32192645,0.8,9.4,5.8
2.8,0.8,-31.03188665,0.8,9.4,5.8
2.4,1,-26.14287909,0.8,9.4,5.8
2.6,1,-25.69120098,0.8,9.4,5.8
7,0.2,-22.00014145,0.8,10.2,2.45
7.4,0.2,-29.05861169,0.8,10.2,2.45
7.6,0.2,-38.0998644,0.8,10.2,2.45
7.8,0.2,-29.64898781,0.8,10.2,2.45
8,0.2,-22.51010023,0.8,10.2,2.45
8.2,0.2,-30.94760691,0.8,10.2,2.45
8.6,0.2,-27.79719135,0.8,10.2,2.45
6.2,0.4,-21.62676922,0.8,10.2,2.45
6.6,0.4,-29.87549723,0.8,10.2,2.45
6.8,0.4,-31.02885943,0.8,10.2,2.45
7,0.4,-28.51343241,0.8,10.2,2.45
7.2,0.4,-23.32085784,0.8,10.2,2.45
7.4,0.4,-20.41755233,0.8,10.2,2.45
7.8,0.4,-22.20065636,0.8,10.2,2.45
8.2,0.4,-21.576062,0.8,10.2,2.45
5.4,0.6,-20.52319051,0.8,10.2,2.45
5.6,0.6,-23.07641312,0.8,10.2,2.45
5.8,0.6,-22.86508898,0.8,10.2,2.45
6,0.6,-30.88271841,0.8,10.2,2.45
6.4,0.6,-26.76797896,0.8,10.2,2.45
6.6,0.6,-23.69711116,0.8,10.2,2.45
6.8,0.6,-20.84956006,0.8,10.2,2.45
4.8,0.8,-20.41051462,0.8,10.2,2.45
5,0.8,-21.8284632,0.8,10.2,2.45
5.2,0.8,-25.38177482,0.8,10.2,2.45
5.4,0.8,-28.956438,0.8,10.2,2.45
5.8,0.8,-27.12505778,0.8,10.2,2.45
6,0.8,-23.45718704,0.8,10.2,2.45
6.2,0.8,-21.58664468,0.8,10.2,2.45
4.2,1,-20.01233743,0.8,10.2,2.45
4.4,1,-21.22982127,0.8,10.2,2.45
4.6,1,-24.2479068,0.8,10.2,2.45
4.8,1,-29.74826317,0.8,10.2,2.45
5,1,-36.58665446,0.8,10.2,2.45
5.2,1,-29.45776153,0.8,10.2,2.45
5.4,1,-26.22188227,0.8,10.2,2.45
5.6,1,-22.5568788,0.8,10.2,2.45
4.8,0.2,-22.15068463,0.8,10.2,4
5,0.2,-38.00182669,0.8,10.2,4
5.2,0.2,-23.68932175,0.8,10.2,4
4.4,0.4,-25.67675907,0.8,10.2,4
4.6,0.4,-34.55315593,0.8,10.2,4
4.8,0.4,-31.52614272,0.8,10.2,4
5,0.4,-24.74898658,0.8,10.2,4
4,0.6,-25.66728789,0.8,10.2,4
4.2,0.6,-37.61988132,0.8,10.2,4
4.4,0.6,-22.95176174,0.8,10.2,4
3.6,0.8,-23.29435766,0.8,10.2,4
3.8,0.8,-37.83853406,0.8,10.2,4
4,0.8,-25.49014522,0.8,10.2,4
3.2,1,-22.26805463,0.8,10.2,4
3.4,1,-31.88795231,0.8,10.2,4
3.6,1,-28.76945195,0.8,10.2,4
3.8,1,-20.01383991,0.8,10.2,4
3.4,0.2,-23.14343832,0.8,10.2,5.8
3.6,0.2,-24.2682018,0.8,10.2,5.8
3,0.4,-20.13952428,0.8,10.2,5.8
3.2,0.4,-37.93412948,0.8,10.2,5.8
2.8,0.6,-23.65042461,0.8,10.2,5.8
3,0.6,-26.20040809,0.8,10.2,5.8
2.6,0.8,-27.55155484,0.8,10.2,5.8
2.8,0.8,-23.25162046,0.8,10.2,5.8
2.4,1,-33.51938662,0.8,10.2,5.8
2.6,1,-21.13678094,0.8,10.2,5.8
